sep=,,,,,,,,,,,,,
数据表,分组,字段,值,单位,井深_top_m,井深_bottom_m,depth_md_m,cbl_amplitude_pct,quality_proxy,质量等级_代理,说明,来源文件,OCR置信度
OCR完整清单,section_04,ocr_0284,6590,,,,7810,,,,x_px=88; y_px=26621,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7340885281562806
OCR完整清单,section_04,ocr_0285,6600,,,,7810,,,,x_px=88; y_px=26768,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7995069861412049
OCR完整清单,section_04,ocr_0286,6610,,,,7810,,,,x_px=88; y_px=26916,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7557299971580506
OCR完整清单,section_04,ocr_0287,6620,,,,7810,,,,x_px=88; y_px=27064,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7794109344482422
OCR完整清单,section_04,ocr_0288,6630,,,,7810,,,,x_px=88; y_px=27210,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7987748265266419
OCR完整清单,section_04,ocr_0289,6640,,,,7810,,,,x_px=88; y_px=27358,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7798537135124206
OCR完整清单,section_04,ocr_0290,6650,,,,7810,,,,x_px=88; y_px=27506,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.734587836265564
OCR完整清单,section_04,ocr_0291,6660,,,,7810,,,,x_px=88; y_px=27654,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.746154272556305
OCR完整清单,section_04,ocr_0292,6670,,,,7810,,,,x_px=88; y_px=27802,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7988667368888855
OCR完整清单,section_04,ocr_0293,6680,,,,7810,,,,x_px=88; y_px=27949,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7983670592308044
OCR完整清单,section_04,ocr_0294,6690,,,,7810,,,,x_px=88; y_px=28097,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7540297746658325
OCR完整清单,section_04,ocr_0295,6700,,,,7810,,,,x_px=88; y_px=28244,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7994986176490784
OCR完整清单,section_04,ocr_0296,....,,,,7810,,,,x_px=651; y_px=28232,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5702437400817871
OCR完整清单,section_04,ocr_0297,6710,,,,7810,,,,x_px=88; y_px=28392,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7996736526489258
OCR完整清单,section_04,ocr_0298,6720,,,,7810,,,,x_px=88; y_px=28539,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7140682101249695
OCR完整清单,section_04,ocr_0299,6730,,,,7810,,,,x_px=88; y_px=28687,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6777319073677063
OCR完整清单,section_04,ocr_0300,6740,,,,7810,,,,x_px=88; y_px=28835,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7036714434623719
OCR完整清单,section_04,ocr_0301,6750,,,,7810,,,,x_px=88; y_px=28983,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7942670106887817
OCR完整清单,section_04,ocr_0302,6760,,,,7810,,,,x_px=88; y_px=29130,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7499342799186707
OCR完整清单,section_04,ocr_0303,6770,,,,7810,,,,x_px=88; y_px=29278,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7013781309127808
OCR完整清单,section_04,ocr_0304,.....,,,,7810,,,,x_px=651; y_px=29293,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5894044240315756
OCR完整清单,section_04,ocr_0305,...,,,,7810,,,,x_px=651; y_px=29320,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6689002960920334
OCR完整清单,section_05,ocr_0306,6830,,,,7810,,,,x_px=88; y_px=32831,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7983202815055848
OCR完整清单,section_05,ocr_0307,......,,,,7810,,,,x_px=654; y_px=32875,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5185823908873967
OCR完整清单,section_05,ocr_0308,6840,,,,7810,,,,x_px=88; y_px=32979,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7994707942008972
OCR完整清单,section_05,ocr_0309,.....,,,,7810,,,,x_px=174; y_px=32995,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5138797412316004
OCR完整清单,section_05,ocr_0310,............,,,,7810,,,,x_px=174; y_px=33039,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6734369236689347
OCR完整清单,section_05,ocr_0311,......,,,,7810,,,,x_px=654; y_px=33082,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5455202289990017
OCR完整清单,section_05,ocr_0312,......,,,,7810,,,,x_px=654; y_px=33111,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6594753605978829
OCR完整清单,section_05,ocr_0313,6850,,,,7810,,,,x_px=88; y_px=33126,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7672190427780151
OCR完整清单,section_05,ocr_0314,......,,,,7810,,,,x_px=174; y_px=33171,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5934780197484153
OCR完整清单,section_05,ocr_0315,.............,,,,7810,,,,x_px=174; y_px=33216,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6780047001583236
OCR完整清单,section_05,ocr_0316,6860,,,,7810,,,,x_px=88; y_px=33275,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7867217898368836
OCR完整清单,section_05,ocr_0317,.....,,,,7810,,,,x_px=175; y_px=33320,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6598233679930369
OCR完整清单,section_05,ocr_0318,.....,,,,7810,,,,x_px=174; y_px=33348,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.633520245552063
OCR完整清单,section_05,ocr_0319,.....,,,,7810,,,,x_px=174; y_px=33378,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5150187611579895
OCR完整清单,section_05,ocr_0320,6870,,,,7810,,,,x_px=88; y_px=33422,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6753215074539185
OCR完整清单,section_05,ocr_0321,...,,,,7810,,,,x_px=174; y_px=33439,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5278161764144897
OCR完整清单,section_05,ocr_0322,6880,,,,7810,,,,x_px=88; y_px=33568,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7827951908111572
OCR完整清单,section_05,ocr_0323,.....,,,,7810,,,,x_px=174; y_px=33585,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6531039277712504
OCR完整清单,section_05,ocr_0324,......,,,,7810,,,,x_px=654; y_px=33673,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6306663283279964
OCR完整清单,section_05,ocr_0325,.....,,,,7810,,,,x_px=174; y_px=33704,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5128771215677261
OCR完整清单,section_05,ocr_0326,6890,,,,7810,,,,x_px=88; y_px=33717,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7994189620018005
OCR完整清单,section_05,ocr_0327,6900,,,,7810,,,,x_px=88; y_px=33865,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7077885150909424
OCR完整清单,section_05,ocr_0328,6910,,,,7810,,,,x_px=88; y_px=34013,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7977939009666443
OCR完整清单,section_05,ocr_0329,6920,,,,7810,,,,x_px=87; y_px=34160,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7993332028388977
OCR完整清单,section_05,ocr_0330,6930,,,,7810,,,,x_px=88; y_px=34308,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7995612740516662
OCR完整清单,section_05,ocr_0331,.....,,,,7810,,,,x_px=174; y_px=34323,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5010883410771688
OCR完整清单,section_05,ocr_0332,ot69,,,,7810,,,,x_px=88; y_px=34456,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5493080258369446
OCR完整清单,section_05,ocr_0333,....,,,,7810,,,,x_px=656; y_px=34499,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5091647744178772
OCR完整清单,section_05,ocr_0334,6950,,,,7810,,,,x_px=88; y_px=34602,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7974958658218384
OCR完整清单,section_05,ocr_0335,...............,,,,7810,,,,x_px=655; y_px=34690,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5398274231702089
OCR完整清单,section_05,ocr_0336,6960,,,,7810,,,,x_px=88; y_px=34750,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7995755076408386
OCR完整清单,section_05,ocr_0337,6970,,,,7810,,,,x_px=88; y_px=34898,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7956949830055237
OCR完整清单,section_05,ocr_0338,......,,,,7810,,,,x_px=656; y_px=35032,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6012169080121177
OCR完整清单,section_05,ocr_0339,6980,,,,7810,,,,x_px=88; y_px=35046,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7048603415489196
OCR完整清单,section_05,ocr_0340,.....,,,,7810,,,,x_px=172; y_px=35090,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6260171234607697
OCR完整清单,section_05,ocr_0341,...,,,,7810,,,,x_px=170; y_px=35121,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5525452047586441
OCR完整清单,section_05,ocr_0342,......,,,,7810,,,,x_px=170; y_px=35149,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5864192417689732
OCR完整清单,section_05,ocr_0343,6990,,,,7810,,,,x_px=88; y_px=35193,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7981496214866638
OCR完整清单,section_05,ocr_0344,.....,,,,7810,,,,x_px=172; y_px=35240,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5180114557345709
OCR完整清单,section_05,ocr_0345,7000,,,,7810,,,,x_px=88; y_px=35342,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7001341223716736
OCR完整清单,section_05,ocr_0346,.....,,,,7810,,,,x_px=172; y_px=35357,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5955043931802114
OCR完整清单,section_05,ocr_0347,....,,,,7810,,,,x_px=172; y_px=35388,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5387717247009277
OCR完整清单,section_05,ocr_0348,.....,,,,7810,,,,x_px=171; y_px=35475,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5800004502137502
OCR完整清单,section_05,ocr_0349,7010,,,,7810,,,,x_px=88; y_px=35490,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.799660611152649
OCR完整清单,section_05,ocr_0350,......,,,,7810,,,,x_px=172; y_px=35623,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5764983935015542
OCR完整清单,section_05,ocr_0351,7020,,,,7810,,,,x_px=88; y_px=35637,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7996122241020203
OCR完整清单,section_05,ocr_0352,....,,,,7810,,,,x_px=174; y_px=35710,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5858365297317505
OCR完整清单,section_05,ocr_0353,7030,,,,7810,,,,x_px=88; y_px=35785,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7105183720588684
OCR完整清单,section_05,ocr_0354,......,,,,7810,,,,x_px=174; y_px=35888,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5640167423657009
OCR完整清单,section_05,ocr_0355,7040,,,,7810,,,,x_px=88; y_px=35933,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7104364395141601
OCR完整清单,section_05,ocr_0356,.-...,,,,7810,,,,x_px=172; y_px=36036,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5079692552487055
OCR完整清单,section_05,ocr_0357,7050,,,,7810,,,,x_px=88; y_px=36080,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7994897603988648
OCR完整清单,section_05,ocr_0358,......,,,,7810,,,,x_px=174; y_px=36097,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6869535616465977
OCR完整清单,section_05,ocr_0359,......,,,,7810,,,,x_px=174; y_px=36153,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6404069151197161
OCR完整清单,section_05,ocr_0360,.....1,,,,7810,,,,x_px=173; y_px=36185,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6297733698572431
OCR完整清单,section_05,ocr_0361,7060,,,,7810,,,,x_px=88; y_px=36228,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7225046038627625
OCR完整清单,section_05,ocr_0362,.....,,,,7810,,,,x_px=172; y_px=36272,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5940927068392435
OCR完整清单,section_05,ocr_0363,.....,,,,7810,,,,x_px=656; y_px=36272,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5822053651014963
OCR完整清单,section_05,ocr_0364,...2.,,,,7810,,,,x_px=174; y_px=36301,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5205985456705093
OCR完整清单,section_05,ocr_0365,4....,,,,7810,,,,x_px=172; y_px=36330,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.564666673541069
OCR完整清单,section_05,ocr_0366,......,,,,7810,,,,x_px=173; y_px=36360,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7563833679471698
OCR完整清单,section_05,ocr_0367,7070,,,,7810,,,,x_px=88; y_px=36376,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7718302726745605
OCR完整清单,section_05,ocr_0368,......,,,,7810,,,,x_px=173; y_px=36390,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6323696545192173
OCR完整清单,section_05,ocr_0369,...-..,,,,7810,,,,x_px=174; y_px=36421,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5578681315694537
OCR完整清单,section_05,ocr_0370,......,,,,7810,,,,x_px=174; y_px=36479,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6498863697052002
OCR完整清单,section_05,ocr_0371,7080,,,,7810,,,,x_px=88; y_px=36523,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7966690421104431
OCR完整清单,section_05,ocr_0372,...,,,,7810,,,,x_px=174; y_px=36569,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5247192978858948
OCR完整清单,section_05,ocr_0373,......,,,,7810,,,,x_px=174; y_px=36599,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5329418693270002
OCR完整清单,section_05,ocr_0374,......,,,,7810,,,,x_px=654; y_px=36598,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5913482819284711
OCR完整清单,section_05,ocr_0375,.....,,,,7810,,,,x_px=655; y_px=36626,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5169864892959595
OCR完整清单,section_05,ocr_0376,7090,,,,7810,,,,x_px=88; y_px=36671,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6594727277755738
OCR完整清单,section_05,ocr_0377,.....,,,,7810,,,,x_px=174; y_px=36805,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5385403881470362
OCR完整清单,section_05,ocr_0378,7100,,,,7810,,,,x_px=87; y_px=36818,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7865040540695191
OCR完整清单,section_05,ocr_0379,7110,,,,7810,,,,x_px=88; y_px=36966,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7191278815269471
OCR完整清单,section_05,ocr_0380,.....,,,,7810,,,,x_px=172; y_px=36981,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5165229737758636
OCR完整清单,section_05,ocr_0381,......,,,,7810,,,,x_px=173; y_px=37039,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6233193278312683
OCR完整清单,section_05,ocr_0382,.....,,,,7810,,,,x_px=655; y_px=37039,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5288010090589523
OCR完整清单,section_05,ocr_0383,.....,,,,7810,,,,x_px=174; y_px=37069,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5785091718037924
OCR完整清单,section_05,ocr_0384,....,,,,7810,,,,x_px=654; y_px=37072,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5370330333709716
OCR完整清单,section_05,ocr_0385,7120,,,,7810,,,,x_px=88; y_px=37114,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7945396065711975
OCR完整清单,section_05,ocr_0386,.....,,,,7810,,,,x_px=174; y_px=37129,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5076070725917816
OCR完整清单,section_05,ocr_0387,......,,,,7810,,,,x_px=174; y_px=37160,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5882601141929626
OCR完整清单,section_05,ocr_0388,7130,,,,7810,,,,x_px=88; y_px=37261,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6641924619674683
OCR完整清单,section_05,ocr_0389,--,,,,7810,,,,x_px=680; y_px=37277,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5106465617815653
OCR完整清单,section_05,ocr_0390,.....,,,,7810,,,,x_px=174; y_px=37304,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6234930257002512
OCR完整清单,section_06,ocr_0391,7280,,,,7810,,,,x_px=88; y_px=42143,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.799209725856781
OCR完整清单,section_06,ocr_0392,...,,,,7810,,,,x_px=174; y_px=42159,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5767995566129684
OCR完整清单,section_06,ocr_0393,.....,,,,7810,,,,x_px=172; y_px=42216,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5762062271436056
OCR完整清单,section_06,ocr_0394,......,,,,7810,,,,x_px=174; y_px=42245,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5893519478184837
OCR完整清单,section_06,ocr_0395,.....,,,,7810,,,,x_px=173; y_px=42277,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.789685050646464
OCR完整清单,section_06,ocr_0396,7290,,,,7810,,,,x_px=88; y_px=42290,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7773591637611389
OCR完整清单,section_06,ocr_0397,......,,,,7810,,,,x_px=173; y_px=42305,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5619027316570282
OCR完整清单,section_06,ocr_0398,1.................,,,,7810,,,,x_px=173; y_px=42362,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5827385296947077
OCR完整清单,section_06,ocr_0399,7300,,,,7810,,,,x_px=88; y_px=42438,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.63436861038208
OCR完整清单,section_06,ocr_0400,.....1,,,,7810,,,,x_px=173; y_px=42453,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7217469555991036
OCR完整清单,section_06,ocr_0401,.....,,,,7810,,,,x_px=174; y_px=42511,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5155022492011389
OCR完整清单,section_06,ocr_0402,....,,,,7810,,,,x_px=174; y_px=42543,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6690794229507446
OCR完整清单,section_06,ocr_0403,7310,,,,7810,,,,x_px=88; y_px=42586,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7972133040428162
OCR完整清单,section_06,ocr_0404,.....,,,,7810,,,,x_px=174; y_px=42630,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5333146452903748
OCR完整清单,section_06,ocr_0405,.....,,,,7810,,,,x_px=174; y_px=42688,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5488934020201365
OCR完整清单,section_06,ocr_0406,7320,,,,7810,,,,x_px=88; y_px=42734,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7976847410202026
OCR完整清单,section_06,ocr_0407,.........,,,,7810,,,,x_px=172; y_px=42764,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5363722383975983
OCR完整清单,section_06,ocr_0408,7330,,,,7810,,,,x_px=88; y_px=42881,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6679672718048095
OCR完整清单,section_06,ocr_0409,7340,,,,7810,,,,x_px=88; y_px=43029,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.799415671825409
OCR完整清单,section_06,ocr_0410,......,,,,7810,,,,x_px=171; y_px=43161,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5376243931906564
OCR完整清单,section_06,ocr_0411,7350,,,,7810,,,,x_px=88; y_px=43176,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6307610392570495
OCR完整清单,section_06,ocr_0412,.....,,,,7810,,,,x_px=171; y_px=43192,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5699779192606608
OCR完整清单,section_06,ocr_0413,....,,,,7810,,,,x_px=171; y_px=43221,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5608807682991028
OCR完整清单,section_06,ocr_0414,.....1.......,,,,7810,,,,x_px=172; y_px=43266,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5681943765708378
OCR完整清单,section_06,ocr_0415,7360,,,,7810,,,,x_px=88; y_px=43323,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7997158646583558
OCR完整清单,section_06,ocr_0416,.....,,,,7810,,,,x_px=654; y_px=43368,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5482863783836365
OCR完整清单,section_06,ocr_0417,............,,,,7810,,,,x_px=172; y_px=43413,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6620358228683472
OCR完整清单,section_06,ocr_0418,.....,,,,7810,,,,x_px=173; y_px=43457,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5595368842283884
OCR完整清单,section_06,ocr_0419,7370,,,,7810,,,,x_px=88; y_px=43471,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.609392523765564
OCR完整清单,section_06,ocr_0420,7380,,,,7810,,,,x_px=88; y_px=43619,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6368750810623169
OCR完整清单,section_06,ocr_0421,......,,,,7810,,,,x_px=172; y_px=43751,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5635660461017064
OCR完整清单,section_06,ocr_0422,7390,,,,7810,,,,x_px=88; y_px=43767,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7958266496658325
OCR完整清单,section_06,ocr_0423,162,,,,7810,,,,x_px=1024; y_px=43794,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5729260146617889
OCR完整清单,section_06,ocr_0424,-...................,,,,7810,,,,x_px=170; y_px=43854,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5929331155050368
OCR完整清单,section_06,ocr_0425,7400,,,,7810,,,,x_px=88; y_px=43914,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7370845794677734
OCR完整清单,section_06,ocr_0426,.............,,,,7810,,,,x_px=171; y_px=44017,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5111106974737984
OCR完整清单,section_06,ocr_0427,7410,,,,7810,,,,x_px=88; y_px=44063,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7886070847511292
OCR完整清单,section_06,ocr_0428,.....,,,,7810,,,,x_px=171; y_px=44079,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.632201095422109
OCR完整清单,section_06,ocr_0429,....................,,,,7810,,,,x_px=171; y_px=44151,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5934470281714485
OCR完整清单,section_06,ocr_0430,7420,,,,7810,,,,x_px=88; y_px=44210,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6685305833816528
OCR完整清单,section_06,ocr_0431,......-....,,,,7810,,,,x_px=171; y_px=44296,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5467640161514282
